Transaction ID,Date,Time,Product ID,Customer ID,Quantity,Price (Rupees)
TRANS-05482,23-10-2023,,PROD-084,10562,5,50
TRANS-05483,23-10-2023,,PROD-030,11722,2,300
TRANS-05484,23-10-2023,,PROD-094,11236,3,120
TRANS-05485,23-10-2023,,PROD-020,10840,4,40
TRANS-05486,23-10-2023,,PROD-087,7571,5,25
TRANS-05487,23-10-2023,,PROD-035,2281,4,20
TRANS-05488,23-10-2023,,PROD-133,6318,1,45
TRANS-05489,23-10-2023,,PROD-105,5015,5,300
TRANS-05490,24-10-2023,,PROD-108,7309,3,90
TRANS-05491,24-10-2023,,PROD-123,9319,6,90
TRANS-05492,24-10-2023,,PROD-142,3152,6,180
TRANS-05493,24-10-2023,,PROD-084,6625,6,60
TRANS-05494,24-10-2023,,PROD-002,1233,4,120
TRANS-05495,24-10-2023,,PROD-025,493,6,300
TRANS-05496,24-10-2023,,PROD-131,5635,4,160
TRANS-05497,24-10-2023,,PROD-064,6927,5,50
TRANS-05498,24-10-2023,,PROD-135,10169,1,50
TRANS-05499,24-10-2023,,PROD-057,721,3,75
TRANS-05500,24-10-2023,,PROD-079,10221,3,60
TRANS-05501,24-10-2023,,PROD-055,9500,1,20
TRANS-05502,24-10-2023,,PROD-046,12780,4,40
TRANS-05503,24-10-2023,,PROD-127,12887,3,60
TRANS-05504,24-10-2023,,PROD-126,6968,1,25
TRANS-05505,24-10-2023,,PROD-035,10220,5,25
TRANS-05506,24-10-2023,,PROD-141,7024,5,900
TRANS-05507,24-10-2023,,PROD-151,11002,4,280
TRANS-05508,24-10-2023,,PROD-088,7085,2,60
TRANS-05509,24-10-2023,,PROD-072,12663,4,60
TRANS-05510,24-10-2023,,PROD-138,3889,5,200
TRANS-05511,24-10-2023,,PROD-076,1215,2,50
TRANS-05512,25-10-2023,,PROD-108,7841,6,180
TRANS-05513,25-10-2023,,PROD-022,832,6,90
TRANS-05514,25-10-2023,,PROD-046,6877,2,20
TRANS-05515,25-10-2023,,PROD-149,12824,4,160
TRANS-05516,25-10-2023,,PROD-046,10678,1,10
TRANS-05517,25-10-2023,,PROD-042,219,6,60
TRANS-05518,25-10-2023,,PROD-100,67,6,240
TRANS-05519,25-10-2023,,PROD-080,11952,3,120
TRANS-05520,25-10-2023,,PROD-043,2164,3,90
TRANS-05521,25-10-2023,,PROD-127,10456,1,20
TRANS-05522,25-10-2023,,PROD-084,10080,5,50
TRANS-05523,25-10-2023,,PROD-127,13490,3,60
TRANS-05524,25-10-2023,,PROD-086,9718,5,50
TRANS-05525,25-10-2023,,PROD-014,5299,3,120
TRANS-05526,25-10-2023,,PROD-046,1674,3,30
TRANS-05527,25-10-2023,,PROD-114,11575,4,20
TRANS-05528,25-10-2023,,PROD-120,4024,1,12
TRANS-05529,25-10-2023,,PROD-028,5551,3,45
TRANS-05530,25-10-2023,,PROD-005,3997,3,30
TRANS-05531,25-10-2023,,PROD-039,8243,2,20
TRANS-05532,26-10-2023,,PROD-126,7783,1,25
TRANS-05533,26-10-2023,,PROD-034,3112,1,15
TRANS-05534,26-10-2023,,PROD-037,13236,1,30
TRANS-05535,26-10-2023,,PROD-063,10589,2,80
TRANS-05536,26-10-2023,,PROD-069,5935,6,600
TRANS-05537,26-10-2023,,PROD-151,8073,2,140
TRANS-05538,26-10-2023,,PROD-134,6671,1,35
TRANS-05539,26-10-2023,,PROD-130,467,6,180
TRANS-05540,26-10-2023,,PROD-053,905,4,60
TRANS-05541,26-10-2023,,PROD-025,10029,4,200
TRANS-05542,26-10-2023,,PROD-032,5726,6,30
TRANS-05543,26-10-2023,,PROD-017,11723,1,15
TRANS-05544,26-10-2023,,PROD-033,3566,5,50
TRANS-05545,26-10-2023,,PROD-033,6548,3,30
TRANS-05546,26-10-2023,,PROD-105,3049,1,60
TRANS-05547,26-10-2023,,PROD-015,2450,4,320
TRANS-05548,26-10-2023,,PROD-128,2703,4,240
TRANS-05549,26-10-2023,,PROD-089,2226,6,90
TRANS-05550,26-10-2023,,PROD-139,2202,1,25
TRANS-05551,26-10-2023,,PROD-117,8773,3,75
TRANS-05552,26-10-2023,,PROD-076,7335,1,25
TRANS-05553,26-10-2023,,PROD-045,1151,2,100
TRANS-05554,26-10-2023,,PROD-131,9847,4,160
TRANS-05555,26-10-2023,,PROD-121,12645,2,100
TRANS-05556,26-10-2023,,PROD-132,8876,2,40
TRANS-05557,26-10-2023,,PROD-145,5466,3,45
TRANS-05558,26-10-2023,,PROD-039,2536,4,40
TRANS-05559,26-10-2023,,PROD-127,10581,5,100
TRANS-05560,27-10-2023,,PROD-033,3144,3,30
TRANS-05561,27-10-2023,,PROD-123,5222,3,45
TRANS-05562,27-10-2023,,PROD-132,8625,6,120
TRANS-05563,27-10-2023,,PROD-050,10881,6,90
TRANS-05564,27-10-2023,,PROD-114,13482,4,20
TRANS-05565,27-10-2023,,PROD-124,3266,3,120
TRANS-05566,27-10-2023,,PROD-039,8238,3,30
TRANS-05567,27-10-2023,,PROD-092,1510,2,50
TRANS-05568,27-10-2023,,PROD-143,266,4,200
TRANS-05569,27-10-2023,,PROD-144,1805,1,40
TRANS-05570,27-10-2023,,PROD-003,11235,1,80
TRANS-05571,27-10-2023,,PROD-062,4350,3,75
TRANS-05572,27-10-2023,,PROD-013,1316,6,420
TRANS-05573,27-10-2023,,PROD-105,6473,1,60
TRANS-05574,27-10-2023,,PROD-049,64,3,75
TRANS-05575,27-10-2023,,PROD-153,2687,5,150
TRANS-05576,27-10-2023,,PROD-140,3212,1,150
TRANS-05577,27-10-2023,,PROD-150,13553,2,240
TRANS-05578,27-10-2023,,PROD-120,2706,3,36
TRANS-05579,27-10-2023,,PROD-015,892,5,400
TRANS-05580,27-10-2023,,PROD-012,11231,3,60
TRANS-05581,27-10-2023,,PROD-059,7408,3,360
TRANS-05582,27-10-2023,,PROD-019,9456,5,600
TRANS-05583,27-10-2023,,PROD-032,13116,6,30
TRANS-05584,27-10-2023,,PROD-019,6062,5,600
TRANS-05585,27-10-2023,,PROD-018,12807,6,360
TRANS-05586,27-10-2023,,PROD-060,6758,6,1080
TRANS-05587,27-10-2023,,PROD-038,1466,4,100
TRANS-05588,27-10-2023,,PROD-058,2497,4,120
TRANS-05589,27-10-2023,,PROD-013,3551,4,280
TRANS-05590,28-10-2023,,PROD-092,183,4,100
TRANS-05591,28-10-2023,,PROD-135,3772,5,250
TRANS-05592,28-10-2023,,PROD-097,1669,4,60
TRANS-05593,28-10-2023,,PROD-112,12837,4,240
TRANS-05594,28-10-2023,,PROD-030,8589,1,150
TRANS-05595,28-10-2023,,PROD-051,6733,6,120
TRANS-05596,28-10-2023,,PROD-074,6123,3,90
TRANS-05597,28-10-2023,,PROD-016,12135,4,100
TRANS-05598,28-10-2023,,PROD-023,6587,5,100
TRANS-05599,28-10-2023,,PROD-022,13792,1,15
TRANS-05600,28-10-2023,,PROD-010,11060,1,100
TRANS-05601,28-10-2023,,PROD-054,6940,1,50
TRANS-05602,28-10-2023,,PROD-146,6245,4,100
TRANS-05603,28-10-2023,,PROD-025,175,5,250
TRANS-05604,28-10-2023,,PROD-141,13026,1,180
TRANS-05605,28-10-2023,,PROD-032,11266,6,30
TRANS-05606,28-10-2023,,PROD-124,3705,5,200
TRANS-05607,28-10-2023,,PROD-036,4772,3,60
TRANS-05608,28-10-2023,,PROD-081,2735,5,150
TRANS-05609,28-10-2023,,PROD-115,5706,3,45
TRANS-05610,28-10-2023,,PROD-155,3245,5,200
TRANS-05611,28-10-2023,,PROD-007,3796,1,150
TRANS-05612,28-10-2023,,PROD-072,2185,5,75
TRANS-05613,28-10-2023,,PROD-027,12798,6,180
TRANS-05614,28-10-2023,,PROD-127,1106,3,60
TRANS-05615,28-10-2023,,PROD-004,3965,1,40
TRANS-05616,28-10-2023,,PROD-094,600,4,160
TRANS-05617,28-10-2023,,PROD-030,3869,6,900
TRANS-05618,28-10-2023,,PROD-107,3804,1,75
TRANS-05619,28-10-2023,,PROD-046,12522,1,10
TRANS-05620,29-10-2023,,PROD-023,11134,4,80
TRANS-05621,29-10-2023,,PROD-039,3418,2,20
TRANS-05622,29-10-2023,,PROD-155,13194,1,40
TRANS-05623,29-10-2023,,PROD-086,10549,2,20
TRANS-05624,29-10-2023,,PROD-047,7215,5,125
TRANS-05625,29-10-2023,,PROD-149,8235,6,240
TRANS-05626,29-10-2023,,PROD-061,5131,6,240
TRANS-05627,29-10-2023,,PROD-078,5402,5,350
TRANS-05628,29-10-2023,,PROD-035,12136,2,10
TRANS-05629,29-10-2023,,PROD-041,5224,3,15
TRANS-05630,29-10-2023,,PROD-046,13630,4,40
TRANS-05631,29-10-2023,,PROD-072,13044,3,45
TRANS-05632,29-10-2023,,PROD-041,3960,2,10
TRANS-05633,29-10-2023,,PROD-105,3822,6,360
TRANS-05634,29-10-2023,,PROD-138,10848,2,80
TRANS-05635,29-10-2023,,PROD-079,6125,4,80
TRANS-05636,29-10-2023,,PROD-027,4083,4,120
TRANS-05637,29-10-2023,,PROD-085,8773,2,30
TRANS-05638,29-10-2023,,PROD-056,9696,6,420
TRANS-05639,29-10-2023,,PROD-005,2978,2,20
TRANS-05640,29-10-2023,,PROD-097,9703,2,30
TRANS-05641,29-10-2023,,PROD-034,1128,4,60
TRANS-05642,29-10-2023,,PROD-051,8551,4,80
TRANS-05643,29-10-2023,,PROD-044,10657,5,200
TRANS-05644,29-10-2023,,PROD-077,9915,5,50
TRANS-05645,29-10-2023,,PROD-111,11338,3,540
TRANS-05646,30-10-2023,,PROD-076,12671,2,50
TRANS-05647,30-10-2023,,PROD-080,2641,5,200
TRANS-05648,30-10-2023,,PROD-050,12136,3,45
TRANS-05649,30-10-2023,,PROD-091,7866,5,50
TRANS-05650,30-10-2023,,PROD-154,5102,2,50
TRANS-05651,30-10-2023,,PROD-035,1142,2,10
TRANS-05652,30-10-2023,,PROD-115,12032,6,90
TRANS-05653,30-10-2023,,PROD-017,1767,4,60
TRANS-05654,30-10-2023,,PROD-128,1085,6,360
TRANS-05655,30-10-2023,,PROD-075,12881,3,45
TRANS-05656,30-10-2023,,PROD-155,3041,2,80
TRANS-05657,30-10-2023,,PROD-080,12347,5,200
TRANS-05658,30-10-2023,,PROD-061,6907,4,160
TRANS-05659,30-10-2023,,PROD-024,838,3,120
TRANS-05660,30-10-2023,,PROD-004,6033,1,40
TRANS-05661,30-10-2023,,PROD-102,780,4,80
TRANS-05662,30-10-2023,,PROD-150,11022,2,240
TRANS-05663,30-10-2023,,PROD-089,11843,3,45
TRANS-05664,30-10-2023,,PROD-026,10345,5,50
TRANS-05665,30-10-2023,,PROD-148,8949,4,140
TRANS-05666,30-10-2023,,PROD-036,4184,6,120
TRANS-05667,30-10-2023,,PROD-052,5809,1,30
TRANS-05668,30-10-2023,,PROD-135,3965,4,200
TRANS-05669,30-10-2023,,PROD-124,1224,2,80
TRANS-05670,30-10-2023,,PROD-083,68,4,80
TRANS-05671,30-10-2023,,PROD-064,11140,2,20
TRANS-05672,30-10-2023,,PROD-119,12172,5,200
TRANS-05673,30-10-2023,,PROD-138,10608,6,240
TRANS-05674,31-10-2023,,PROD-149,4113,4,160
TRANS-05675,31-10-2023,,PROD-142,10326,3,90
TRANS-05676,31-10-2023,,PROD-111,13456,1,180
TRANS-05677,31-10-2023,,PROD-140,2862,3,450
TRANS-05678,31-10-2023,,PROD-028,11121,2,30
TRANS-05679,31-10-2023,,PROD-126,13628,2,50
TRANS-05680,31-10-2023,,PROD-089,5872,4,60
TRANS-05681,31-10-2023,,PROD-043,376,4,120
TRANS-05682,31-10-2023,,PROD-130,13536,2,60
TRANS-05683,31-10-2023,,PROD-089,12528,4,60
TRANS-05684,31-10-2023,,PROD-135,11645,6,300
TRANS-05685,31-10-2023,,PROD-075,5589,1,15
TRANS-05686,31-10-2023,,PROD-121,13378,2,100
TRANS-05687,31-10-2023,,PROD-074,9911,3,90
TRANS-05688,31-10-2023,,PROD-084,6448,4,40
TRANS-05689,31-10-2023,,PROD-090,823,3,30
TRANS-05690,31-10-2023,,PROD-027,3723,4,120
TRANS-05691,31-10-2023,,PROD-110,9834,5,100
TRANS-05692,31-10-2023,,PROD-031,6711,6,240
TRANS-05693,31-10-2023,,PROD-124,3835,6,240
TRANS-05694,31-10-2023,,PROD-154,2628,1,25
TRANS-05695,31-10-2023,,PROD-037,2472,5,150
TRANS-05696,31-10-2023,,PROD-097,11749,1,15
TRANS-05697,31-10-2023,,PROD-023,11911,2,40
TRANS-05698,01-11-2023,,PROD-069,5908,5,500
TRANS-05699,01-11-2023,,PROD-060,2868,4,720
TRANS-05700,01-11-2023,,PROD-145,8863,3,45
TRANS-05701,01-11-2023,,PROD-099,4192,3,240
TRANS-05702,01-11-2023,,PROD-115,11569,2,30
TRANS-05703,01-11-2023,,PROD-124,102,2,80
TRANS-05704,01-11-2023,,PROD-004,3284,3,120
TRANS-05705,01-11-2023,,PROD-009,12186,3,60
TRANS-05706,01-11-2023,,PROD-024,11981,6,240
TRANS-05707,01-11-2023,,PROD-041,2765,2,10
TRANS-05708,01-11-2023,,PROD-083,12897,3,60
TRANS-05709,01-11-2023,,PROD-153,12528,5,150
TRANS-05710,01-11-2023,,PROD-071,3067,5,200
TRANS-05711,01-11-2023,,PROD-128,7470,3,180
TRANS-05712,01-11-2023,,PROD-013,10858,2,140
TRANS-05713,01-11-2023,,PROD-102,408,6,120
TRANS-05714,01-11-2023,,PROD-047,6617,5,125
TRANS-05715,01-11-2023,,PROD-022,8174,5,75
TRANS-05716,01-11-2023,,PROD-094,11166,6,240
TRANS-05717,01-11-2023,,PROD-094,529,1,40
TRANS-05718,01-11-2023,,PROD-040,4320,5,175
TRANS-05719,01-11-2023,,PROD-066,10414,4,120
TRANS-05720,01-11-2023,,PROD-003,10415,6,480
TRANS-05721,01-11-2023,,PROD-102,9482,2,40
TRANS-05722,01-11-2023,,PROD-007,11265,6,900
TRANS-05723,01-11-2023,,PROD-020,512,4,40
TRANS-05724,01-11-2023,,PROD-021,2555,5,500
TRANS-05725,01-11-2023,,PROD-069,11056,5,500
TRANS-05726,02-11-2023,,PROD-094,7817,4,160
TRANS-05727,02-11-2023,,PROD-075,9336,2,30
TRANS-05728,02-11-2023,,PROD-133,9701,3,135
TRANS-05729,02-11-2023,,PROD-136,8162,1,25
TRANS-05730,02-11-2023,,PROD-009,3574,2,40
TRANS-05731,02-11-2023,,PROD-066,1361,2,60
TRANS-05732,02-11-2023,,PROD-046,9278,6,60
TRANS-05733,02-11-2023,,PROD-051,3695,3,60
TRANS-05734,02-11-2023,,PROD-116,3002,5,40
TRANS-05735,02-11-2023,,PROD-080,1057,2,80
TRANS-05736,02-11-2023,,PROD-107,1542,6,450
TRANS-05737,02-11-2023,,PROD-011,5236,2,60
TRANS-05738,02-11-2023,,PROD-010,651,3,300
TRANS-05739,02-11-2023,,PROD-039,11113,6,60
TRANS-05740,02-11-2023,,PROD-028,12398,3,45
TRANS-05741,02-11-2023,,PROD-037,12970,3,90
TRANS-05742,02-11-2023,,PROD-051,12927,3,60
TRANS-05743,02-11-2023,,PROD-024,3617,4,160
TRANS-05744,02-11-2023,,PROD-011,1818,6,180
TRANS-05745,02-11-2023,,PROD-044,6427,2,80
TRANS-05746,02-11-2023,,PROD-042,12865,3,30
TRANS-05747,03-11-2023,,PROD-021,11635,2,200
TRANS-05748,03-11-2023,,PROD-026,2560,5,50
TRANS-05749,03-11-2023,,PROD-082,13403,6,360
TRANS-05750,03-11-2023,,PROD-054,3254,2,100
TRANS-05751,03-11-2023,,PROD-006,4248,3,15
TRANS-05752,03-11-2023,,PROD-132,12327,1,20
TRANS-05753,03-11-2023,,PROD-115,2826,2,30
TRANS-05754,03-11-2023,,PROD-008,10310,5,300
TRANS-05755,03-11-2023,,PROD-120,12680,3,36
TRANS-05756,03-11-2023,,PROD-044,1099,5,200
TRANS-05757,03-11-2023,,PROD-113,10845,3,30
TRANS-05758,03-11-2023,,PROD-077,8795,3,30
TRANS-05759,03-11-2023,,PROD-155,9383,1,40
TRANS-05760,03-11-2023,,PROD-045,5633,6,300
TRANS-05761,03-11-2023,,PROD-080,12464,1,40
TRANS-05762,03-11-2023,,PROD-013,5746,5,350
TRANS-05763,03-11-2023,,PROD-120,13270,2,24
TRANS-05764,03-11-2023,,PROD-035,2815,1,5
TRANS-05765,03-11-2023,,PROD-001,12590,1,50
TRANS-05766,03-11-2023,,PROD-102,12496,3,60
TRANS-05767,03-11-2023,,PROD-088,5308,1,30
TRANS-05768,03-11-2023,,PROD-090,1279,5,50
TRANS-05769,03-11-2023,,PROD-084,10732,5,50
TRANS-05770,03-11-2023,,PROD-104,899,4,40
TRANS-05771,03-11-2023,,PROD-153,11139,1,30
TRANS-05772,03-11-2023,,PROD-037,8502,4,120
TRANS-05773,03-11-2023,,PROD-081,553,1,30
TRANS-05774,03-11-2023,,PROD-137,6358,5,400
TRANS-05775,03-11-2023,,PROD-013,10160,2,140
TRANS-05776,04-11-2023,,PROD-103,420,2,50
TRANS-05777,04-11-2023,,PROD-125,12201,5,150
TRANS-05778,04-11-2023,,PROD-009,8107,5,100
TRANS-05779,04-11-2023,,PROD-095,13461,4,60
TRANS-05780,04-11-2023,,PROD-130,5373,4,120
TRANS-05781,04-11-2023,,PROD-067,13641,1,35
TRANS-05782,04-11-2023,,PROD-026,12135,6,60
TRANS-05783,04-11-2023,,PROD-060,11124,3,540
TRANS-05784,04-11-2023,,PROD-071,10893,3,120
TRANS-05785,04-11-2023,,PROD-068,13242,2,100
TRANS-05786,04-11-2023,,PROD-136,10423,2,50
TRANS-05787,04-11-2023,,PROD-007,12269,3,450
TRANS-05788,04-11-2023,,PROD-034,12371,3,45
TRANS-05789,04-11-2023,,PROD-031,1406,2,80
TRANS-05790,04-11-2023,,PROD-055,4751,4,80
TRANS-05791,04-11-2023,,PROD-156,9383,1,15
TRANS-05792,04-11-2023,,PROD-055,9640,2,40
TRANS-05793,04-11-2023,,PROD-152,2271,4,240
TRANS-05794,04-11-2023,,PROD-126,7229,3,75
TRANS-05795,04-11-2023,,PROD-068,6758,6,300
TRANS-05796,04-11-2023,,PROD-061,8548,6,240
TRANS-05797,04-11-2023,,PROD-106,7501,5,250
TRANS-05798,04-11-2023,,PROD-062,5902,5,125
TRANS-05799,04-11-2023,,PROD-074,13282,6,180
TRANS-05800,04-11-2023,,PROD-123,461,1,15
TRANS-05801,04-11-2023,,PROD-079,11921,5,100
TRANS-05802,04-11-2023,,PROD-031,11845,1,40
TRANS-05803,05-11-2023,,PROD-141,11419,5,900
TRANS-05804,05-11-2023,,PROD-101,3548,5,150
TRANS-05805,05-11-2023,,PROD-058,13765,2,60
TRANS-05806,05-11-2023,,PROD-081,12253,2,60
TRANS-05807,05-11-2023,,PROD-077,340,2,20
TRANS-05808,05-11-2023,,PROD-031,8938,4,160
TRANS-05809,05-11-2023,,PROD-064,5480,1,10
TRANS-05810,05-11-2023,,PROD-140,837,4,600
TRANS-05811,05-11-2023,,PROD-126,4872,6,150
TRANS-05812,05-11-2023,,PROD-074,1309,1,30
TRANS-05813,05-11-2023,,PROD-103,13583,3,75
TRANS-05814,05-11-2023,,PROD-038,3570,5,125
TRANS-05815,05-11-2023,,PROD-073,10473,6,120
TRANS-05816,05-11-2023,,PROD-088,11367,5,150
TRANS-05817,05-11-2023,,PROD-021,6476,6,600
TRANS-05818,05-11-2023,,PROD-149,10757,4,160
TRANS-05819,05-11-2023,,PROD-154,9438,4,100
TRANS-05820,05-11-2023,,PROD-027,9620,1,30
TRANS-05821,05-11-2023,,PROD-152,6504,3,180
TRANS-05822,05-11-2023,,PROD-005,1243,2,20
TRANS-05823,05-11-2023,,PROD-030,12050,4,600
TRANS-05824,05-11-2023,,PROD-140,3054,6,900
TRANS-05825,05-11-2023,,PROD-093,2810,5,50
TRANS-05826,05-11-2023,,PROD-122,7412,1,10
TRANS-05827,05-11-2023,,PROD-122,8508,1,10
TRANS-05828,05-11-2023,,PROD-053,10043,1,15
TRANS-05829,06-11-2023,,PROD-081,154,1,30
TRANS-05830,06-11-2023,,PROD-109,10646,1,150
TRANS-05831,06-11-2023,,PROD-111,500,5,900
TRANS-05832,06-11-2023,,PROD-076,12183,5,125
TRANS-05833,06-11-2023,,PROD-025,4240,5,250
TRANS-05834,06-11-2023,,PROD-110,9915,6,120
TRANS-05835,06-11-2023,,PROD-012,13806,1,20
TRANS-05836,06-11-2023,,PROD-066,12856,3,90
TRANS-05837,06-11-2023,,PROD-118,10575,3,600
TRANS-05838,06-11-2023,,PROD-073,1755,2,40
TRANS-05839,06-11-2023,,PROD-042,9801,3,30
TRANS-05840,06-11-2023,,PROD-004,1779,1,40
TRANS-05841,06-11-2023,,PROD-041,8267,5,25
TRANS-05842,06-11-2023,,PROD-079,5868,5,100
TRANS-05843,06-11-2023,,PROD-048,955,4,800
TRANS-05844,06-11-2023,,PROD-120,4669,6,72
TRANS-05845,06-11-2023,,PROD-099,1179,3,240
TRANS-05846,06-11-2023,,PROD-090,10361,2,20
TRANS-05847,06-11-2023,,PROD-110,3699,6,120
TRANS-05848,06-11-2023,,PROD-078,11856,5,350
TRANS-05849,06-11-2023,,PROD-095,3096,1,15
TRANS-05850,06-11-2023,,PROD-019,10771,3,360
TRANS-05851,06-11-2023,,PROD-034,12543,5,75
TRANS-05852,06-11-2023,,PROD-125,8701,6,180
TRANS-05853,06-11-2023,,PROD-124,11647,1,40
TRANS-05854,06-11-2023,,PROD-061,260,4,160
TRANS-05855,07-11-2023,,PROD-046,3082,4,40
TRANS-05856,07-11-2023,,PROD-047,3264,2,50
TRANS-05857,07-11-2023,,PROD-038,8947,5,125
TRANS-05858,07-11-2023,,PROD-044,1721,6,240
TRANS-05859,07-11-2023,,PROD-008,13771,3,180
TRANS-05860,07-11-2023,,PROD-042,2726,2,20
TRANS-05861,07-11-2023,,PROD-124,8231,5,200
TRANS-05862,07-11-2023,,PROD-148,6607,3,105
TRANS-05863,07-11-2023,,PROD-144,1298,6,240
TRANS-05864,07-11-2023,,PROD-116,12848,4,32
TRANS-05865,07-11-2023,,PROD-004,11546,4,160
TRANS-05866,07-11-2023,,PROD-008,9390,3,180
TRANS-05867,07-11-2023,,PROD-068,8045,6,300
TRANS-05868,07-11-2023,,PROD-078,4869,1,70
TRANS-05869,07-11-2023,,PROD-114,9216,1,5
TRANS-05870,07-11-2023,,PROD-004,7350,2,80
TRANS-05871,07-11-2023,,PROD-039,3211,2,20
TRANS-05872,07-11-2023,,PROD-106,3012,5,250
TRANS-05873,07-11-2023,,PROD-071,1730,2,80
TRANS-05874,07-11-2023,,PROD-066,5316,1,30
TRANS-05875,07-11-2023,,PROD-061,22,3,120
TRANS-05876,07-11-2023,,PROD-060,511,6,1080
TRANS-05877,07-11-2023,,PROD-115,5823,3,45
TRANS-05878,07-11-2023,,PROD-150,9733,3,360
TRANS-05879,07-11-2023,,PROD-073,2799,6,120
TRANS-05880,07-11-2023,,PROD-022,2309,2,30
TRANS-05881,07-11-2023,,PROD-146,11863,4,100
TRANS-05882,07-11-2023,,PROD-085,8805,4,60
TRANS-05883,07-11-2023,,PROD-029,7684,1,70
TRANS-05884,08-11-2023,,PROD-040,1413,3,105
TRANS-05885,08-11-2023,,PROD-109,13968,1,150
TRANS-05886,08-11-2023,,PROD-019,3880,6,720
TRANS-05887,08-11-2023,,PROD-120,5009,4,48
TRANS-05888,08-11-2023,,PROD-006,6390,6,30
TRANS-05889,08-11-2023,,PROD-098,6316,4,40
TRANS-05890,08-11-2023,,PROD-030,2361,6,900
TRANS-05891,08-11-2023,,PROD-129,11659,2,500
TRANS-05892,08-11-2023,,PROD-043,2546,5,150
TRANS-05893,08-11-2023,,PROD-123,2820,5,75
TRANS-05894,08-11-2023,,PROD-094,6672,6,240
TRANS-05895,08-11-2023,,PROD-002,4397,2,60
TRANS-05896,08-11-2023,,PROD-022,12077,6,90
TRANS-05897,08-11-2023,,PROD-060,10158,6,1080
TRANS-05898,08-11-2023,,PROD-087,13659,1,5
TRANS-05899,08-11-2023,,PROD-081,11763,4,120
TRANS-05900,08-11-2023,,PROD-122,10637,1,10
TRANS-05901,08-11-2023,,PROD-058,2162,2,60
TRANS-05902,08-11-2023,,PROD-052,5071,5,150
TRANS-05903,08-11-2023,,PROD-109,3043,6,900
TRANS-05904,09-11-2023,,PROD-075,5683,6,90
TRANS-05905,09-11-2023,,PROD-073,981,6,120
TRANS-05906,09-11-2023,,PROD-116,8768,4,32
TRANS-05907,09-11-2023,,PROD-086,5660,3,30
TRANS-05908,09-11-2023,,PROD-151,12565,2,140
TRANS-05909,09-11-2023,,PROD-155,5321,1,40
TRANS-05910,09-11-2023,,PROD-122,744,5,50
TRANS-05911,09-11-2023,,PROD-149,10233,3,120
TRANS-05912,09-11-2023,,PROD-083,6036,4,80
TRANS-05913,09-11-2023,,PROD-103,6393,3,75
TRANS-05914,09-11-2023,,PROD-115,7141,1,15
TRANS-05915,09-11-2023,,PROD-026,7933,1,10
TRANS-05916,09-11-2023,,PROD-027,6248,4,120
TRANS-05917,09-11-2023,,PROD-143,1369,1,50
TRANS-05918,09-11-2023,,PROD-074,7066,2,60
TRANS-05919,09-11-2023,,PROD-093,10123,4,40
TRANS-05920,09-11-2023,,PROD-083,6938,2,40
TRANS-05921,09-11-2023,,PROD-077,4434,2,20
TRANS-05922,09-11-2023,,PROD-069,9813,3,300
TRANS-05923,09-11-2023,,PROD-102,4933,1,20
TRANS-05924,10-11-2023,,PROD-038,1488,3,75
TRANS-05925,10-11-2023,,PROD-047,7089,4,100
TRANS-05926,10-11-2023,,PROD-136,7936,4,100
TRANS-05927,10-11-2023,,PROD-154,5548,5,125
TRANS-05928,10-11-2023,,PROD-095,9877,6,90
TRANS-05929,10-11-2023,,PROD-003,2006,4,320
TRANS-05930,10-11-2023,,PROD-075,2973,2,30
TRANS-05931,10-11-2023,,PROD-124,9157,6,240
TRANS-05932,10-11-2023,,PROD-005,8499,5,50
TRANS-05933,10-11-2023,,PROD-039,2152,1,10
TRANS-05934,10-11-2023,,PROD-001,1715,2,100
TRANS-05935,10-11-2023,,PROD-050,13574,5,75
TRANS-05936,10-11-2023,,PROD-059,10852,5,600
TRANS-05937,10-11-2023,,PROD-023,7326,5,100
TRANS-05938,10-11-2023,,PROD-083,9644,1,20
TRANS-05939,10-11-2023,,PROD-002,13038,3,90
TRANS-05940,10-11-2023,,PROD-143,11036,5,250
TRANS-05941,10-11-2023,,PROD-011,14013,3,90
TRANS-05942,10-11-2023,,PROD-075,9060,3,45
TRANS-05943,10-11-2023,,PROD-046,1868,3,30
TRANS-05944,10-11-2023,,PROD-051,13477,5,100
TRANS-05945,10-11-2023,,PROD-089,13263,5,75
TRANS-05946,10-11-2023,,PROD-055,1720,6,120
TRANS-05947,10-11-2023,,PROD-022,2905,3,45
TRANS-05948,10-11-2023,,PROD-117,6552,1,25
TRANS-05949,10-11-2023,,PROD-013,8588,6,420
TRANS-05950,10-11-2023,,PROD-029,3341,6,420
TRANS-05951,10-11-2023,,PROD-097,4193,6,90
TRANS-05952,10-11-2023,,PROD-005,10578,6,60
TRANS-05953,11-11-2023,,PROD-023,8458,2,40
TRANS-05954,11-11-2023,,PROD-076,432,6,150
TRANS-05955,11-11-2023,,PROD-143,612,2,100
TRANS-05956,11-11-2023,,PROD-149,5151,1,40
TRANS-05957,11-11-2023,,PROD-133,5358,3,135
TRANS-05958,11-11-2023,,PROD-050,5105,5,75
TRANS-05959,11-11-2023,,PROD-065,9051,6,120
TRANS-05960,11-11-2023,,PROD-061,10805,4,160
TRANS-05961,11-11-2023,,PROD-012,13478,5,100
TRANS-05962,11-11-2023,,PROD-104,11118,4,40
TRANS-05963,11-11-2023,,PROD-009,7696,3,60
